  1 652.472500  85.201100   .636305  -.752000 1 15.750 10 1  .1830
  1 655.452200  85.201100   .639210   .086500 2 15.330 10 1  .9756
  1 655.452200  85.201100   .639210 -1.590500 2 16.000 10 1 -.4736
  1 652.472500  85.201100   .636305 -1.171300 1 15.670 10 1 -.5736
  1 652.472500  85.201100   .636305 -1.171300 1 15.420 10 1  .1620
  1 655.452200  85.201100   .639210   .925000 2 15.830 10 1  .2331
  1 742.410000  85.201100   .724013 -2.009800 2 15.920 11 1 -.9160
  1 655.452200  85.201100   .639210  -.332700 2 15.920 10 1  .2957
  1 655.452200  85.201100   .639210  -.332700 2 15.580 10 3 -2.837
  1 652.472500  85.201100   .636305  1.344300 1 15.830 10 1 1.4235
  1 652.472500  85.201100   .636305  -.752000 1 15.830 10 1 -.5225
  1 637.870400  85.201100   .622064   .505800 1 16.170 11 1  .5243
  1 655.452200  85.201100   .639210  -.332700 2 15.330 10 1 -.3191
  1 652.472500  85.201100   .636305 -2.009800 1 16.080 10 1 -.4111
  1 652.472500  85.201100   .636305 -1.171300 1 15.750 10 1 -.9062
  1 655.452200  85.201100   .639210  -.752000 2 15.580 10 1 -.1434
  1 652.472500  85.201100   .636305 -1.590500 1 15.830 10 1  .3131
  1 655.452200  85.201100   .639210 -2.009800 2 15.670 10 1  .1998
  1 652.472500  85.201100   .636305   .925000 1 15.580 10 1 -1.203
  1 655.452200  85.201100   .639210   .925000 2 16.170 10 1  .7649
  1 655.452200  85.201100   .639210 -2.009800 2 15.420 10 1 1.9257
  1 652.472500  85.201100   .636305  -.332700 1 15.670 10 1 -.5103
  1 637.870400  85.201100   .622064  1.344300 1 16.250 11 1 -.1648
  1 655.452200  85.201100   .639210 -2.009800 2 15.750 10 1  .6966
  1 637.870400  85.201100   .622064   .086500 1 16.170 11 1 -.8023
  1 655.452200  85.201100   .639210 -1.171300 2 15.830 10 1 -.3793
  2 336.841100  90.043600   .653113 -2.009800 2 15.330 10 1 -.7231
  2 376.993600  90.043600   .730966 -1.590500 1 16.080 10 1  .5331
  2 376.993600  90.043600   .730966 -2.009800 1 16.080 10 2  .8455
  2 336.841100  90.043600   .653113  -.752000 2 15.330 10 1 1.0804
  2 336.841100  90.043600   .653113 -2.009800 2 15.500 10 1  .4109
  2 376.993600  90.043600   .730966  -.752000 1 15.580 10 1  .1600
  2 336.841100  90.043600   .653113 -1.171300 2 15.500 10 1 1.5264
  2 336.841100  90.043600   .653113 -1.590500 2 16.000 10 1  .9649
  2 376.993600  90.043600   .730966   .505800 1 15.750 10 1  .5060
  2 376.993600  90.043600   .730966   .925000 1 15.670 10 1  .2906
  2 336.841100  90.043600   .653113   .925000 2 15.500 10 1 -.1935
  2 336.841100  90.043600   .653113 -2.009800 2 15.330 10 1 -.8599
